"h3_id","centroid_lat","centroid_lon","pop_census_2022","pop_ambient_2022"
"89a81076c1bffff",-23.4399417663517,-46.6867361126005,0,9438.92449649031
"89a81008a83ffff",-23.5942538421944,-46.5045674269411,610.376026327406,39896.000701543
"89a81005b0fffff",-23.5503224341773,-46.7573155478786,232.77100385484,30677.8921604812
"89a810170d7ffff",-23.8300191887607,-46.7411437613752,65.1907343849313,2606.7669275756
"89a81039c67ffff",-23.4367993855697,-46.7539499586483,107.502148338565,17716.1532342959
"89a81002b9bffff",-23.7049713802818,-46.6976359074809,0.113318263766637,84595.7792092601
"89a8100e27bffff",-23.5964490958665,-46.6240263617493,396.298084357896,90009.2953143715
"89a8107652bffff",-23.4636779141834,-46.6721376544538,630.71277862275,51416.948227722
"89a810735b7ffff",-23.5482468395732,-46.4695408620701,0.226617878575481,53799.3917006977
"89a81070643ffff",-23.5016519303613,-46.4467476096819,556.982725453095,41441.5613986699
"89a81039577ffff",-23.4731039239652,-46.7336099630756,0,23892.6303154043
"89a810024abffff",-23.7831667752481,-46.663217983365,12.7755566365003,3703.72563643183
"89a8100db8bffff",-23.4913426571817,-46.6056274969873,760.040002350495,54493.1889172104
"89a81072ec7ffff",-23.5153476440155,-46.5175642721279,288.53151290789,46768.3230190484
"89a81038e87ffff",-23.4498455134608,-46.8032802891383,359.741711407311,5868.73125677883
"89a81001dbbffff",-23.6694098458956,-46.6384236345552,1185.4818769079,39769.7396886586
"89a8101040fffff",-23.8776621843266,-46.638459760722,79.5344285343387,NA
"89a8100d49bffff",-23.5822641652141,-46.5654473090601,432.791802662328,61102.1958119112
"89a810075b3ffff",-23.6862173653197,-46.7705328827617,845.187996246666,44474.248003351
"89a81015c07ffff",-23.7446444545717,-46.7661506772414,0,2140.00000000034
"89a81012c93ffff",-23.8989468501219,-46.7064561454232,1.9453149549519,NA
"89a8100cdabffff",-23.5239099842383,-46.6983963540572,749.068416723739,100857.506117906
"89a81009e37ffff",-23.5953521586568,-46.4464203396229,463.802867715141,22511.1821978961
"89a8103b01bffff",-23.5238711407648,-46.7320537412565,921.335754313208,54954.1736514275
"89a81015517ffff",-23.7808241466305,-46.7458020793489,5.73350989868652,3165.99462073247
"89a810125a3ffff",-23.922561822465,-46.6918485123101,2.04473824746579,NA
"89a81088ea7ffff",-23.9752987976335,-46.6750423501649,0,NA
"89a8100c6bbffff",-23.5738818785894,-46.6141785167653,688.601313368964,80001.4268908363
"89a81062cb3ffff",-23.3740832029914,-46.5470979364079,0,NA
"89a8107427bffff",-23.3933582642724,-46.5966148335392,0.0477915605521606,792.842870743913
"89a81009057ffff",-23.6334654421311,-46.4111006896437,0.466593076657368,2157.64727302664
"89a810176abffff",-23.8336513392789,-46.7290068054386,258.26344131985,15032.3280887437
"89a8100e84fffff",-23.5629559377483,-46.6842500434546,1903.53787739384,216191.739596023
"89a81008967ffff",-23.5755790434664,-46.543821270044,589.798113996632,56224.0153847833
"89a81039b4bffff",-23.4005207088454,-46.740639633992,239.637581813519,21213.4618066551
"89a81014047ffff",-23.7746481392393,-46.7792866143901,3.96905870036262,1320.83444695939
"89a8107640fffff",-23.4801592393821,-46.6481433603467,1263.30803928797,58776.479674197
"89a8107349bffff",-23.5666343366601,-46.4363952826423,4.44890013519401,18670.3676080355
"89a81008277ffff",-23.62545280492,-46.4595491556637,724.127574028321,32646.8307395557
"89a81070527ffff",-23.4927474136691,-46.5077187267029,37.2177431494629,29197.2888619257
"89a81005303ffff",-23.5983108184191,-46.7158990869474,57.0048867356708,123563.073416266
"89a8103945bffff",-23.4915540005266,-46.7004996649184,620.433128736167,49553.8758213251
"89a8100238fffff",-23.7450767276107,-46.6590286774143,773.627063264608,14608.035790881
"89a8108d1cfffff",-23.9111007747564,-46.7404967747729,3.44316725045297,269.510148695866
"89a81044b3bffff",-23.5018703921633,-46.3732639537658,777.665197725768,21175.5496894149
"89a8100da6fffff",-23.4863284567882,-46.5809949914118,1022.28825586507,44471.3880280325
